,BLA,BLP,MABH,BN,FAR,BD,HBN,AHBH,ABH,DHBH,ABF,CL,RBS,HBFR,BL,LU,SBLU,SLR
1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0
1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0
1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0
1053,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,3,49,0
1054,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,47,21
1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,47,23
1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,47,23
1057,2,8,0,0,0,0,0,0,4,0,0,0,0,0,5,3,8,21
1058,1,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,23
1059,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,43,22
1060,6,7,0,0,0,0,0,0,6,0,0,0,0,0,5,3,9,23
